Zodiac,Profession
aquarius,Law of agency
pisces,Merchant
sagittarius,Merchant
sagittarius,Politician
sagittarius,Clerk
sagittarius,Lawyer
aquarius,Lawyer
gemini,Lawyer
gemini,Politician
gemini,Teacher
gemini,Law
capricorn,Ohio Courts of Common Pleas
sagittarius,Lawyer
sagittarius,Teacher
sagittarius,Coal mining
aquarius,Lawyer
aquarius,Minister (Christianity)
aquarius,Lawyer
aquarius,Politician
aquarius,Police officer
virgo,Politician
cancer,Lawyer
cancer,Judge
cancer,Politician
cancer,Teacher
aries,Lawyer
aries,Judge
aries,Politician
scorpio,Lawyer
scorpio,Politician
aquarius,Diplomacy
aries,Businessperson
aries,Pharmacist
capricorn,Mining
taurus,Lawyer
taurus,Judge
taurus,Politician
aries,Businessperson
aries,Information systems technician
sagittarius,Physician
sagittarius,Politician
pisces,Lawyer
leo,Merchant
leo,Politician
cancer,Professor
aries,Presbyterianism
sagittarius,Economist
capricorn,Psychiatrist
cancer,Lawyer
cancer,Politician
virgo,Agriculture
virgo,Politician
virgo,Social work
aries,Pharmacist
scorpio,Politician
scorpio,Philanthropy
taurus,Politician
aries,Teacher
aries,Politician
scorpio,Farmer
taurus,Inn
taurus,Lawyer
scorpio,Teacher
leo,Psychologist
taurus,Nursing
taurus,Politician
cancer,Agriculture
cancer,Politician
sagittarius,Surgeon
sagittarius,Health administration
pisces,Agriculture
pisces,Business magnate
libra,Software engineer
capricorn,Lawyer
leo,General contractor
leo,Auction
sagittarius,Lawyer
sagittarius,Teacher
sagittarius,Lloyd's of London
sagittarius,Pastoral farming
taurus,Psychiatrist
capricorn,Lawyer
pisces,Lawyer
cancer,Industrial engineering
libra,Politician
leo,Lawyer
virgo,Diplomat
pisces,Social work
taurus,Politician
taurus,Teacher
taurus,Social work
aries,Politician
aries,Dermatology
virgo,Hinduism
leo,Politician
leo,Economist
taurus,Politician
taurus,Health professional
scorpio,Specialty (medicine)
capricorn,Farmer
sagittarius,Businessperson
virgo,Lawyer
virgo,Teacher
aquarius,Lawyer
taurus,Registered nurse
leo,Businessperson
virgo,Lawyer
libra,Politician
libra,Social work
virgo,Politician
libra,Mechanical engineering
gemini,Politician
gemini,Businessperson
capricorn,Farmer
scorpio,Politician
gemini,Politician
gemini,Businessperson
libra,Politician
taurus,Teacher
leo,Politician
aquarius,Social work
taurus,Politician
taurus,Social work
aquarius,Politician
virgo,Journalist
aquarius,Legal_Practitioner
cancer,Farmer
cancer,Business magnate
virgo,Soldier
pisces,Agriculture
pisces,Politician
pisces,Businessperson
taurus,Agriculture
taurus,Politician
taurus,Businessperson
aquarius,Farmer
taurus,Lawyer
cancer,Agriculture
scorpio,Diplomat
aries,Physician
aries,Politician
aries,Social work
aries,Socioeconomics
virgo,Psychiatrist
scorpio,Professor
scorpio,Certified Public Accountant
scorpio,Lawyer
cancer,Ophthalmology
libra,Teacher
leo,Journalist
leo,Trade union
aquarius,Barrister
pisces,Politician
cancer,Politician
sagittarius,Politician
sagittarius,Businessperson
taurus,Politician
aquarius,Jurist
aquarius,Politician
capricorn,Politician
leo,Politician
leo,Surgeon
capricorn,Agriculture
capricorn,Lawyer
gemini,Civil engineer
cancer,Barrister
cancer,Academician
cancer,Activism
capricorn,Politician
scorpio,Politician
capricorn,Diplomacy
aquarius,Ophthalmology
cancer,Civil service
cancer,Agriculture
cancer,Politician
virgo,Politician
virgo,Social work
capricorn,Politician
aries,Real estate broker
aries,Small business
libra,Journalist
cancer,Politician
aries,Temasek Polytechnic
sagittarius,Lawyer
libra,Diplomat
virgo,Politician
leo,Jurist
leo,Politician
libra,Jurist
scorpio,Politician
cancer,Politician
cancer,Police officer
gemini,Jurist
gemini,Politician
aries,Lawyer
aries,Politician
scorpio,Jurist
cancer,Politician
cancer,Economist
taurus,Physician
taurus,Politician
gemini,Soldier
sagittarius,United States federal judge
leo,Lawyer
sagittarius,Political science
taurus,Architect
taurus,Lawyer
taurus,Surgeon
scorpio,Economist
scorpio,Dairy
aries,Lawyer
aries,Politician
aries,Chancellor (education)
pisces,Lawyer
sagittarius,Attorney at law
pisces,Plantations in the American South
gemini,Priesthood (Catholic Church)
libra,Conservation movement
capricorn,Law
taurus,Law
pisces,Barrister
pisces,Lawyer
libra,Lawyer
libra,Politician
taurus,Lawyer
taurus,Businessperson
aquarius,Economics
capricorn,Politician
aquarius,Politician
virgo,Lawyer
virgo,Lawyer
scorpio,Printer (publishing)
leo,Lawyer
capricorn,Lawyer
virgo,Lawyer
virgo,Politician
scorpio,Farmer
scorpio,Grain
sagittarius,Architect
libra,Lawyer
cancer,Businessperson
taurus,Lawyer
cancer,Farmer
taurus,Politician
aquarius,Farmer
aquarius,Legislator
aquarius,Postmaster
pisces,Insurance
pisces,Real estate
scorpio,Lawyer
taurus,Politician
gemini,Businessperson
scorpio,Lawyer
scorpio,Judge
cancer,Politician
leo,Farmer
taurus,Lawyer
taurus,Politician
cancer,Optometry
leo,Lawyer
leo,Politician
leo,Politician
cancer,Civil engineer
scorpio,Surveying
scorpio,Plantations in the American South
virgo,Attorneys in the United States
sagittarius,Lawyer
aquarius,Lobbying
capricorn,Lawyer
gemini,Lawyer
gemini,Lawyer
gemini,Teacher
virgo,Lawyer
virgo,Politician
virgo,Publishing
virgo,Editing
virgo,Teacher
capricorn,Lawyer
taurus,Politician
pisces,Physicist
pisces,Scientist
pisces,Academic administration
aquarius,Lawyer
aries,Lawyer
aries,Judge
aries,Politician
aries,Teacher
aries,Lighthouse keeper
libra,Air traffic controller
scorpio,Lawyer
scorpio,Glassblowing
taurus,Lawyer
scorpio,Lawyer
scorpio,Politician
scorpio,Farmer
scorpio,Sales
scorpio,Teacher
sagittarius,Lawyer
sagittarius,Politician
sagittarius,Court clerk
sagittarius,Trustee
libra,Miller
libra,Bank
scorpio,Politician
sagittarius,Author
sagittarius,Historian
sagittarius,Academia
capricorn,Lawyer
libra,Lawyer
pisces,Lawyer
gemini,Law
virgo,Sowing
virgo,Politician
scorpio,Coal mining
leo,Lawyer
leo,Lawyer
aquarius,Lawyer
aquarius,Lawyer
aries,New Jersey
aries,Newark New Jersey
scorpio,Lawyer
capricorn,Law
leo,Car dealership
pisces,Politician
pisces,Plantations in the American South
sagittarius,Lawyer
libra,Soldier
libra,Politician
libra,Plantations in the American South
aries,Lawyer
aries,Politician
taurus,Lawyer
taurus,Politician
pisces,Soldier
pisces,Stonemasonry
capricorn,Merchant
capricorn,Soldier
capricorn,Politician
capricorn,Barrister
capricorn,Lawyer
aquarius,Teacher
libra,Real estate
libra,Printer (publishing)
scorpio,Lawyer
scorpio,Politician
libra,Politician
pisces,Society of Jesus
pisces,Academia
leo,Lawyer
leo,Politician
scorpio,Farmer
cancer,Farmer
pisces,Lawyer
aquarius,Lawyer
pisces,Lawyer
gemini,Lawyer
virgo,Lawyer
capricorn,Civil engineer
sagittarius,Lawyer
sagittarius,Politician
aquarius,Diplomacy
aries,Investment banking
cancer,Politician
sagittarius,Baseball
sagittarius,Lawyer
virgo,Farmer
sagittarius,Surgeon
aries,Clockmaker
cancer,Physician
cancer,Barrister
cancer,Lawyer
cancer,Politician
cancer,Solicitor
pisces,University of Arizona
pisces,Political science
aquarius,Lawyer
cancer,Lawyer
gemini,Merchant
gemini,Politician
gemini,Politician
aquarius,Politician
scorpio,Lawyer
scorpio,Politician
capricorn,Lawyer
capricorn,Merchant
capricorn,Politician
capricorn,Editing
virgo,Lawyer
cancer,Forensic science
virgo,Lawyer
aries,Merchant
aries,Politician
aries,Publishing
aries,Editing
aries,Stonemasonry
taurus,Farmer
libra,Engineer
cancer,Jurist
cancer,Politician
scorpio,Chemist
virgo,Jurist
virgo,Politician
capricorn,Politician
capricorn,Economist
cancer,Politician
scorpio,Jurist
scorpio,Politician
virgo,Special education
virgo,Social work
leo,Lawyer
leo,Politician
leo,Economist
leo,Civil service
capricorn,Attorneys in the United States
gemini,Small business
gemini,Political science
sagittarius,Farmer
sagittarius,Australian Sports Commission
libra,Owner_Trucking_Company
pisces,Politician
libra,Lawyer
taurus,Politician
aquarius,Funeral director
gemini,Lawyer
gemini,Teacher
taurus,Legislator
taurus,Facilitator
gemini,Lawyer
leo,Lawyer
gemini,Trade union
gemini,Concrete finisher
aquarius,Lawyer
scorpio,Telemarketing
scorpio,Radio
taurus,Solicitor
cancer,Kinesiology
aquarius,Information technology
cancer,Diplomat
cancer,Politician
cancer,Economist
capricorn,Lawyer
capricorn,Politician
taurus,Singer-songwriter
taurus,Comedian
taurus,Actor
taurus,Agriculture
aquarius,Lawyer
aquarius,Lawyer
aquarius,Politician
aquarius,Activism
pisces,Politician
aries,Jurist
pisces,Lawyer
scorpio,Politician
scorpio,Businessperson
libra,Lawyer
pisces,Administrator_for_business_and_industry
libra,Lawyer
aquarius,Lawyer
libra,Attorneys in the United States
sagittarius,Lawyer
sagittarius,Politician
pisces,Economist
scorpio,Political science
scorpio,Politician
scorpio,Sociology
virgo,Businessperson
libra,Trade union
libra,Teacher
libra,Legislator
sagittarius,Urban Splash
taurus,Petroleum industry
leo,British Army
pisces,Legislator
aries,Pharmacist
aries,Lobbying
capricorn,Diplomat
leo,Attorney at law
virgo,International Brotherhood of Teamsters
gemini,Lawyer
gemini,Attorneys in the United States
sagittarius,Politician
sagittarius,Accountant
capricorn,General aviation
capricorn,Columnist
capricorn,Truck driver
capricorn,Ranch
capricorn,Flight instructor
capricorn,Corporate contract pilot
virgo,Attorneys in the United States
sagittarius,Lawyer
sagittarius,Politician
aries,Politician
leo,Lawyer
capricorn,Lawyer
taurus,Lawyer
leo,Lawyer
aries,Politician
sagittarius,Counterintelligence Corps
libra,Lawyer
scorpio,Lawyer
scorpio,Politician
gemini,Lawyer
gemini,Politician
sagittarius,Barrister
leo,Lawyer
leo,Businessperson
taurus,Lawyer
pisces,Journalist
pisces,Editor-in-chief
taurus,Cattle
taurus,Wheat
taurus,Editor-in-chief
cancer,Attorney at law
taurus,Teacher
taurus,Legislator
taurus,School counselor
pisces,Attorneys in the United States
aries,Businessperson
aries,Mayor
leo,Politician
leo,Economist
libra,Baptists
pisces,Businessperson
aries,Lawyer
aries,Professor
aquarius,Ecclesiology
pisces,Lieutenant general
pisces,Economist
pisces,Philosopher
scorpio,Author
cancer,Doctor of Medicine
cancer,Biochemist
sagittarius,Lawyer
scorpio,Politician
capricorn,Politician
capricorn,Businessperson
capricorn,Electrician
aquarius,Lawyer
aquarius,Politician
aries,Lawyer
aries,Prosecutor
virgo,Mechanic
scorpio,Lawyer
scorpio,Politician
cancer,Lawyer
capricorn,Businessperson
capricorn,Barrister
virgo,Attorneys in the United States
taurus,Surveying
taurus,Human resource management
aquarius,Businessperson
capricorn,Attorneys in the United States
scorpio,Sales
virgo,Economist
virgo,Farmer
aries,Businessperson
aries,Legislator
aries,Attorney at law
pisces,Economist
gemini,Civil service
cancer,Historian
pisces,Executive director
cancer,Economist
capricorn,Politician
virgo,Lawyer
pisces,Historian
pisces,Professor
aries,Lawyer
sagittarius,Engineer
capricorn,Politician
gemini,Law
libra,Journalist
scorpio,Politician
scorpio,Business magnate
sagittarius,Lawyer
sagittarius,Judge
sagittarius,Politician
capricorn,Historian
capricorn,Teacher
capricorn,Scholarly method
gemini,Historian
capricorn,Education
virgo,Certified Public Accountant
capricorn,Civil engineer
sagittarius,Soldier
sagittarius,Politician
sagittarius,Economist
leo,Lawyer
capricorn,Farmer
capricorn,Business manager
capricorn,Civil law notary
libra,Politician
libra,Wikt:statesman
scorpio,Historian
capricorn,Diplomat
cancer,Attorneys in the United States
virgo,Author
virgo,Historian
virgo,Professor
leo,Politician
leo,Small business
capricorn,Proctor
cancer,Politician
aries,Lawyer
aquarius,Attorney general
cancer,Surgeon
gemini,Lawyer
aquarius,Politician
aries,Diplomat
aries,Lawyer
taurus,Soldier
taurus,Politician
aries,Social work
sagittarius,Teacher
sagittarius,Consultant
capricorn,Geography
pisces,Sociologist_and_Theologian
pisces,Lawyer
scorpio,Professor
scorpio,Social work
sagittarius,Jurist
gemini,Jurist
gemini,Gynaecology
libra,Attorneys in the United States
libra,Politician
libra,Professional
taurus,Economist
taurus,Political science
virgo,Lawyer
libra,Social work
virgo,Politician
capricorn,Professor
leo,Teacher
leo,Nursing
leo,Public relations
leo,Civil service
aries,Armenians
libra,Lawyer
libra,Politician
libra,Lawyer
aquarius,Businessperson
aquarius,Jurist
aquarius,Politician
aquarius,Politician
cancer,United States Navy
cancer,Politician
aries,Economist
capricorn,Lawyer
scorpio,Soldier
scorpio,Politician
leo,Architect
capricorn,Lawyer
libra,Peace Corps
gemini,Trade union
gemini,Politician
pisces,Lawyer
pisces,Politician
aries,South Dakota Legislature
aries,Farmer
aries,Ranch
scorpio,Attorney at law
aries,Lawyer
taurus,Pastor
pisces,Attorney at law
sagittarius,Businessperson
sagittarius,Ranch
sagittarius,Attorneys in the United States
pisces,Politician
scorpio,Politician
virgo,Farmer
capricorn,Politician
capricorn,Accountant
aquarius,Diplomat
taurus,Military
taurus,Lawyer
taurus,Politician
sagittarius,Politician
sagittarius,Businessperson
sagittarius,Diplomatic corps
capricorn,Journalist
capricorn,Politician
libra,Jurist
libra,Politician
virgo,Lawyer
aquarius,Typography
sagittarius,Lawyer
pisces,List of United States Foreign Service Career Ambassadors
cancer,Sociology
cancer,Professor
leo,Politician
leo,Nursing
leo,Assistant professor
cancer,Civil service
virgo,Teacher
cancer,Teacher
pisces,Fisherman
scorpio,Teacher
gemini,Insurance
libra,Businessperson
libra,Barrister
pisces,Firefighter
aquarius,Politician
aquarius,Attorney at law
capricorn,Teacher
capricorn,Attorneys in the United States
virgo,Lawyer
virgo,Government Executive
pisces,Police officer
virgo,Teacher
virgo,Head teacher
libra,Teacher
libra,Legislator
cancer,Small business
pisces,Politician
pisces,Business development
pisces,Lawyer
aries,Lawyer
sagittarius,Lawyer
libra,Lawyer
leo,Businessperson
leo,Police officer
leo,Entrepreneurship
sagittarius,Agriculture
leo,Politician
leo,Economist
leo,Psychologist
leo,Academia
leo,Academic administration
aries,Politician
cancer,Agriculture
aquarius,Politician
sagittarius,Politician
taurus,Politics
taurus,Journalist
aries,Lawyer
gemini,Teacher
gemini,Hauptschule
aries,Politician
gemini,Diplomat
gemini,Professor
gemini,Diplomat
taurus,Jurist
taurus,Health professional
taurus,Politician
taurus,Actor
sagittarius,Oncology
aries,Judge
cancer,Model (people)
cancer,Actor
cancer,Politician
cancer,Politician
cancer,Entrepreneurship
scorpio,Teacher
gemini,Lawyer
virgo,Lawyer
virgo,Journalist
virgo,Police officer
aquarius,Lawyer
aquarius,Politician
libra,Physician
scorpio,Bank
virgo,Businessperson
aries,Playwright
aries,Journalist
aries,Poet
virgo,Politician
cancer,Academician
gemini,Politician
gemini,Social work
libra,Chemist
libra,Advocate General
capricorn,Civil service
virgo,Politician
virgo,Orator
sagittarius,Jurisprudence
cancer,Political_Leader
gemini,Politician
leo,Armenians
scorpio,Politician
scorpio,Diplomat
capricorn,Academia
capricorn,Academic administration
aries,Actor
scorpio,Civil engineer
leo,Lawyer
capricorn,Businessperson
capricorn,Officer (armed forces)
sagittarius,Businessperson
virgo,Pharmacist
libra,Engineer
aquarius,Polizia di Stato
libra,Lawyer
pisces,Politician
aries,Economist
gemini,Faculty of Advocates
capricorn,Diplomat
sagittarius,Engineer
libra,Journalist
libra,Diplomat
scorpio,Politician
aries,Farmer
scorpio,Surgery
scorpio,Lawyer
scorpio,Activism
taurus,Physician
libra,Physician
aries,Racine Wisconsin
gemini,Politician
gemini,Publishing
gemini,Businessperson
gemini,Lawyer
cancer,Pharmacist
scorpio,Armenians
virgo,Politician
virgo,Teacher
taurus,Politician
taurus,Officer (armed forces)
scorpio,Lawyer
capricorn,Engineer
scorpio,Landlord
cancer,Dentist
aries,Civil service
gemini,Economist
leo,Politician
leo,Tailor
leo,Historian
virgo,Farmer
aries,Politician
aries,Actor
capricorn,Journalist
capricorn,Politician
virgo,Politician
virgo,Philology
aries,Politician
scorpio,Diplomat
scorpio,Member of parliament
scorpio,Businessperson
virgo,Teacher
taurus,Lawyer
gemini,Accountant
gemini,Civil engineer
capricorn,Jurist
capricorn,Politician
virgo,Counsel
virgo,Crown attorney
aquarius,Lawyer
pisces,West Florida
leo,Politician
leo,Officer (armed forces)
taurus,Lawyer
virgo,Lawyer
cancer,Neurology
pisces,Lawyer
capricorn,Politician
gemini,Economist
aries,Economist
libra,Diplomat
leo,Jurist
scorpio,Surgeon
scorpio,Jurist
taurus,Diplomat
taurus,Insurance
aries,Physician
aries,Surgeon
libra,Journalist
taurus,Politician
aquarius,Court clerk
leo,Social work
aries,Politician
taurus,Economist
scorpio,Lawyer
capricorn,Architect
pisces,Lawyer
pisces,Judge
cancer,Lawyer
cancer,Trade union
pisces,Agriculture
cancer,Lawyer
pisces,Surgeon
gemini,Politician
virgo,Politician
taurus,Politician
scorpio,Politician
aquarius,Jurist
aquarius,Politician
gemini,Politician
aries,Lawyer
aries,Politician
sagittarius,Businessperson
cancer,Agriculture
cancer,Education
cancer,Politician
cancer,Teacher
cancer,Social work
gemini,Farmer
gemini,Social work
sagittarius,Farmer
taurus,Politician
pisces,Politician
leo,Civil law notary
libra,Politician
pisces,Diplomat
aries,Politician
scorpio,Surgery
libra,Jurist
libra,Politician
virgo,Politician
cancer,Politician
cancer,Social work
cancer,Advocate
pisces,Businessperson
taurus,Endoscopy
